"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.291792885E0,4.419386387E0,-1.188361931E1,6.963659286E0
3.301855885E0,4.504612446E0,-1.201559830E1,7.080728531E0
3.311919385E0,4.574705124E0,-1.217149258E1,7.199800014E0
3.321982385E0,4.599061489E0,-1.227192783E1,7.059514999E0
3.332045635E0,4.597629547E0,-1.229799461E1,6.834915638E0
3.342109635E0,4.596620560E0,-1.224892616E1,6.855462074E0
3.352173801E0,4.590609550E0,-1.212007713E1,6.819027901E0
3.362237801E0,4.589288235E0,-1.196947289E1,6.699140549E0
3.372302051E0,4.566695690E0,-1.189783192E1,6.710146427E0
3.382366495E0,4.541677952E0,-1.184312820E1,6.655864239E0
3.392430995E0,4.523433685E0,-1.182906723E1,6.625739098E0
3.402495995E0,4.571317196E0,-1.180760002E1,6.627806664E0
3.412561578E0,4.541609764E0,-1.181661034E1,6.598544121E0
3.422629424E0,4.542717457E0,-1.182968903E1,6.433673859E0
3.432697281E0,4.526971817E0,-1.183782959E1,6.379475594E0
3.442806747E0,4.496444702E0,-1.179797745E1,6.299201012E0
3.452913559E0,4.517790318E0,-1.177953339E1,6.441054821E0
3.463018147E0,4.545598030E0,-1.174122429E1,6.315171242E0
3.473120369E0,4.604403973E0,-1.175805187E1,6.154519081E0
3.483220526E0,4.612710953E0,-1.177954102E1,6.169178009E0
3.493318976E0,4.613400936E0,-1.173639488E1,6.126857281E0
3.503415880E0,4.561438084E0,-1.169615364E1,5.943323135E0
3.513511380E0,4.478699684E0,-1.165125847E1,5.919544697E0
3.524871885E0,4.453448296E0,-1.157697392E1,6.055472374E0
3.534935885E0,4.442865849E0,-1.156574821E1,5.942187309E0
3.544997885E0,4.424155235E0,-1.164675140E1,5.940205574E0
3.555060385E0,4.445921898E0,-1.167522049E1,5.023015022E0
3.565124051E0,4.506441116E0,-1.166453362E1,6.092308044E0
3.575188551E0,4.492491245E0,-1.157674408E1,6.203147411E0
3.585253751E0,4.531122684E0,-1.148425865E1,5.522510052E0
3.595319584E0,4.601995468E0,-1.145299816E1,5.611068726E0
3.605384869E0,4.606888294E0,-1.134730721E1,5.571881771E0
3.615450369E0,4.544032574E0,-1.124035931E1,5.450812340E0
3.625516146E0,4.412598610E0,-1.118495083E1,5.518216133E0
3.635581946E0,4.373772621E0,-1.118139839E1,5.450128555E0
3.645647855E0,4.383067131E0,-1.113736343E1,5.326069832E0
3.655713771E0,4.384674072E0,-1.119122314E1,5.381184578E0
