"Time (s)","w","x","y","z"
2.024508912E0,5.635127105E-1,-9.114285558E-2,4.652559385E-2,-8.197449446E-1
2.034403547E0,5.635768503E-1,-9.111221880E-2,4.653961211E-2,-8.197034597E-1
2.044528860E0,5.636264624E-1,-9.118048847E-2,4.656618834E-2,-8.196602464E-1
2.054570474E0,5.636859574E-1,-9.140764922E-2,4.669720680E-2,-8.195865750E-1
2.064606568E0,5.636897727E-1,-9.165582806E-2,4.684859887E-2,-8.195475936E-1
2.074667922E0,5.636257347E-1,-9.177356213E-2,4.693284258E-2,-8.195736408E-1
2.084939641E0,5.636031829E-1,-9.179522097E-2,4.697393626E-2,-8.195843697E-1
2.094985631E0,5.635364179E-1,-9.175593406E-2,4.693961889E-2,-8.196366429E-1
2.105056933E0,5.634431908E-1,-9.171111882E-2,4.690670967E-2,-8.197076321E-1
2.115020422E0,5.633034025E-1,-9.158290178E-2,4.682667926E-2,-8.198226094E-1
2.125078756E0,5.631370454E-1,-9.129782766E-2,4.664960504E-2,-8.199787736E-1
2.135091360E0,5.629766320E-1,-9.081339836E-2,4.644510150E-2,-8.201543093E-1
2.145156464E0,5.629016286E-1,-9.029902518E-2,4.622290656E-2,-8.202751279E-1
2.155261464E0,5.630251057E-1,-8.985737711E-2,4.602459446E-2,-8.202500343E-1
2.165214172E0,5.632712770E-1,-8.935542405E-2,4.579279944E-2,-8.201488256E-1
2.175263651E0,5.634978200E-1,-8.878155798E-2,4.559237882E-2,-8.200666904E-1
2.185313443E0,5.636228359E-1,-8.829257637E-2,4.545421526E-2,-8.200412393E-1
2.195336412E0,5.636498042E-1,-8.793445677E-2,4.534719884E-2,-8.200671077E-1
2.205448651E0,5.635963949E-1,-8.765504509E-2,4.519999400E-2,-8.201418519E-1
2.215445839E0,5.635599452E-1,-8.739032596E-2,4.497027397E-2,-8.202077746E-1
2.225767922E0,5.636822249E-1,-8.702599257E-2,4.462450743E-2,-8.201813698E-1
2.235468547E0,5.639692351E-1,-8.662846684E-2,4.430419579E-2,-8.200435042E-1
2.246573235E0,5.643824088E-1,-8.626056463E-2,4.399430379E-2,-8.198146820E-1
2.252090474E0,5.647972579E-1,-8.602488786E-2,4.372985661E-2,-8.195678592E-1
2.262129693E0,5.650662136E-1,-8.597269654E-2,4.346568510E-2,-8.194019794E-1
2.272189745E0,5.652650340E-1,-8.587091416E-2,4.329593107E-2,-8.192844987E-1
2.282212818E0,5.653732318E-1,-8.570777625E-2,4.338944703E-2,-8.192219734E-1
2.292223339E0,5.653062993E-1,-8.563029766E-2,4.346347973E-2,-8.192723393E-1
2.302245110E0,5.651857019E-1,-8.565500379E-2,4.320375249E-2,-8.193666935E-1
2.312261412E0,5.651989329E-1,-8.564387262E-2,4.261463135E-2,-8.193895817E-1
2.322334537E0,5.653569289E-1,-8.550629765E-2,4.179223627E-2,-8.193373084E-1
2.332379381E0,5.656731891E-1,-8.537471294E-2,4.103956744E-2,-8.191707730E-1
2.342395058E0,5.660926920E-1,-8.521437645E-2,4.056875408E-2,-8.189210892E-1
2.352513391E0,5.665230934E-1,-8.488512039E-2,4.039819911E-2,-8.186660409E-1
2.362462089E0,5.669544277E-1,-8.438877761E-2,4.038925841E-2,-8.184191585E-1
2.372511829E0,5.672492386E-1,-8.376728743E-2,4.033451900E-2,-8.182814121E-1
2.382555683E0,5.674158723E-1,-8.321747184E-2,4.006138816E-2,-8.182353973E-1
2.392731829E0,5.675193464E-1,-8.283319324E-2,3.954950720E-2,-8.182275295E-1
2.402590631E0,5.675046668E-1,-8.261682093E-2,3.902665153E-2,-8.182846904E-1
2.412728756E0,5.675541805E-1,-8.252681792E-2,3.861105815E-2,-8.182791471E-1
2.422700318E0,5.678689798E-1,-8.248334378E-2,3.815226257E-2,-8.180866241E-1
2.432804433E0,5.683718503E-1,-8.258814365E-2,3.757604584E-2,-8.177534342E-1
2.442796464E0,5.688914226E-1,-8.294711262E-2,3.676524758E-2,-8.173925877E-1
2.452860422E0,5.693701390E-1,-8.359292895E-2,3.575722873E-2,-8.170381188E-1
2.462890683E0,5.697679391E-1,-8.447526395E-2,3.470093012E-2,-8.167155385E-1
2.472935266E0,5.699355610E-1,-8.534334600E-2,3.379316628E-2,-8.165463805E-1
2.483023235E0,5.699290257E-1,-8.571893722E-2,3.322888911E-2,-8.165347576E-1
2.492982506E0,5.698500097E-1,-8.480820060E-2,3.318420425E-2,-8.166868091E-1
2.503099068E0,5.698630307E-1,-8.221461624E-2,3.402946889E-2,-8.169081211E-1
2.513095474E0,5.700388748E-1,-7.799706608E-2,3.574720398E-2,-8.171256185E-1
2.523114901E0,5.702776417E-1,-7.278189063E-2,3.820507973E-2,-8.173289299E-1
2.533010058E0,5.705051503E-1,-6.759958714E-2,4.085907713E-2,-8.174868226E-1
2.543198547E0,5.706621158E-1,-6.289538741E-2,4.330338165E-2,-8.176268935E-1
2.553231985E0,5.706705407E-1,-5.867613107E-2,4.527045041E-2,-8.178281188E-1
2.563242974E0,5.705603187E-1,-5.502542108E-2,4.660874233E-2,-8.180835843E-1
2.573296985E0,5.705145211E-1,-5.214445665E-2,4.721105844E-2,-8.182696700E-1
2.583317454E0,5.706797378E-1,-5.039847270E-2,4.695887864E-2,-8.182783723E-1
2.593388443E0,5.711236677E-1,-5.003231764E-2,4.593413323E-2,-8.180492520E-1
2.603371985E0,5.718546930E-1,-5.092173070E-2,4.410925135E-2,-8.175839782E-1
2.613526099E0,5.728029708E-1,-5.314493924E-2,4.124278575E-2,-8.169280291E-1
2.623470058E0,5.736974326E-1,-5.573333055E-2,3.807831183E-2,-8.162812591E-1
2.633546412E0,5.744108675E-1,-5.761355534E-2,3.540551290E-2,-8.157691360E-1
2.643614329E0,5.750202264E-1,-5.808559060E-2,3.378695250E-2,-8.153749108E-1
2.653606412E0,5.756045335E-1,-5.703318864E-2,3.349147364E-2,-8.150490522E-1
2.663665579E0,5.761923504E-1,-5.496870726E-2,3.419145942E-2,-8.147464395E-1
2.673720474E0,5.768165329E-1,-5.260406435E-2,3.523507342E-2,-8.144163489E-1
2.683713079E0,5.774341560E-1,-5.041988194E-2,3.611100838E-2,-8.140783906E-1
2.693782401E0,5.780634989E-1,-4.851262271E-2,3.660830110E-2,-8.137253523E-1
2.703778026E0,5.788378046E-1,-4.685229436E-2,3.676488250E-2,-8.132650256E-1
2.713868235E0,5.796902946E-1,-4.510950297E-2,3.696239740E-2,-8.127472401E-1
2.723896829E0,5.806346037E-1,-4.303428531E-2,3.744460642E-2,-8.121634126E-1
2.733934693E0,5.816207132E-1,-4.056702554E-2,3.830560669E-2,-8.115444183E-1
2.743991099E0,5.825686533E-1,-3.794265538E-2,3.927175701E-2,-8.109450340E-1
2.753825943E0,5.834318254E-1,-3.565715253E-2,4.001890123E-2,-8.103914857E-1
2.764052401E0,5.842398507E-1,-3.426150233E-2,4.014384001E-2,-8.098632097E-1
2.774090787E0,5.850272995E-1,-3.409298137E-2,3.942847997E-2,-8.093368411E-1
2.784088912E0,5.857644893E-1,-3.515656665E-2,3.791298717E-2,-8.088303804E-1
2.794170683E0,5.864210664E-1,-3.702891618E-2,3.586904705E-2,-8.083641529E-1
2.804209745E0,5.870221739E-1,-3.914974630E-2,3.365644813E-2,-8.079229593E-1
2.814301256E0,5.876722323E-1,-4.125704989E-2,3.146706894E-2,-8.074336052E-1
2.824292245E0,5.882974851E-1,-4.333668202E-2,2.930987068E-2,-8.069503903E-1
2.834337974E0,5.888441309E-1,-4.538901523E-2,2.714379318E-2,-8.065145016E-1
2.844410787E0,5.892671338E-1,-4.726287723E-2,2.504478581E-2,-8.061657548E-1
2.854411412E0,5.895630431E-1,-4.878528044E-2,2.319827117E-2,-8.059139252E-1
2.864418235E0,5.896846713E-1,-4.969695956E-2,2.186451107E-2,-8.058065176E-1
2.874458599E0,5.897553670E-1,-4.977277294E-2,2.133182436E-2,-8.057643771E-1
2.884513704E0,5.898659873E-1,-4.910948500E-2,2.159873210E-2,-8.057169914E-1
2.894546464E0,5.900942102E-1,-4.796717688E-2,2.241845801E-2,-8.055962920E-1
2.904578443E0,5.903828503E-1,-4.668060318E-2,2.339875512E-2,-8.054324985E-1
2.914433964E0,5.906311319E-1,-4.561445862E-2,2.418307774E-2,-8.052883744E-1
2.924681256E0,5.908581665E-1,-4.505578429E-2,2.445591427E-2,-8.051450253E-1
2.934710110E0,5.910296960E-1,-4.513929784E-2,2.403868735E-2,-8.050270081E-1
2.944812401E0,5.911301079E-1,-4.579565674E-2,2.306081168E-2,-8.049448133E-1
2.954778495E0,5.912412019E-1,-4.680204764E-2,2.180061303E-2,-8.048404455E-1
2.964882766E0,5.914272154E-1,-4.782826826E-2,2.054923587E-2,-8.046763539E-1
2.974835318E0,5.917335229E-1,-4.864479229E-2,1.949055679E-2,-8.044285178E-1
2.985014693E0,5.921293027E-1,-4.928969219E-2,1.855635084E-2,-8.041200638E-1
2.994977974E0,5.925493438E-1,-4.998353869E-2,1.770014316E-2,-8.037870526E-1
3.004986568E0,5.930623439E-1,-5.108088255E-2,1.682045870E-2,-8.033584952E-1
3.014983860E0,5.937633722E-1,-5.293930694E-2,1.582231931E-2,-8.027403951E-1
3.025023339E0,5.945840145E-1,-5.540972948E-2,1.469360478E-2,-8.019873500E-1
3.035086360E0,5.953315274E-1,-5.789846927E-2,1.354729477E-2,-8.012768626E-1
3.045137714E0,5.958882515E-1,-5.920744315E-2,1.302869525E-2,-8.007758260E-1
3.055292818E0,5.962541176E-1,-5.920339748E-2,1.330826338E-2,-8.004991412E-1
