"Time (s)","w","x","y","z"
2.147545320E0,9.815378075E-1,-1.888079941E-1,-2.192199975E-2,2.131900005E-2
2.157654320E0,9.816285055E-1,-1.888280064E-1,-2.129999921E-2,1.719800010E-2
2.167763486E0,9.817178468E-1,-1.888889968E-1,-2.040099911E-2,1.161099970E-2
2.177872752E0,9.817841257E-1,-1.888750046E-1,-1.951899938E-2,6.721000187E-3
2.187999785E0,9.818303918E-1,-1.886869967E-1,-1.946599968E-2,5.231999792E-3
2.198126718E0,9.818642371E-1,-1.885360032E-1,-1.952899992E-2,3.926000092E-3
2.208253618E0,9.818656056E-1,-1.885289997E-1,-1.967299916E-2,3.117999993E-3
2.218380551E0,9.818671291E-1,-1.884779930E-1,-2.006600052E-2,3.216000041E-3
2.228507551E0,9.819186576E-1,-1.881520003E-1,-2.058600076E-2,3.285000101E-3
2.238634717E0,9.819921833E-1,-1.877239943E-1,-2.098399960E-2,3.275000025E-3
2.248741550E0,9.820235000E-1,-1.875540018E-1,-2.106700093E-2,3.085999982E-3
2.258848450E0,9.819999492E-1,-1.877000034E-1,-2.091499977E-2,2.714999951E-3
2.270223971E0,9.819731210E-1,-1.878940016E-1,-2.055400051E-2,1.472000033E-3
2.280285971E0,9.819881263E-1,-1.878630072E-1,-2.016700059E-2,3.199999919E-4
2.290347971E0,9.820158411E-1,-1.877560019E-1,-1.981299929E-2,1.289999927E-4
2.300410971E0,9.820179774E-1,-1.877849996E-1,-1.942900009E-2,-6.000000212E-6
2.310473304E0,9.819905656E-1,-1.879779994E-1,-1.892299950E-2,-8.490000037E-4
2.320536054E0,9.819568266E-1,-1.881880015E-1,-1.857399940E-2,-1.035999972E-3
2.330598254E0,9.819349054E-1,-1.883189976E-1,-1.840499975E-2,-1.026000013E-3
2.340660920E0,9.819256865E-1,-1.883810014E-1,-1.825200021E-2,-1.186999958E-3
2.350723920E0,9.819191423E-1,-1.884240061E-1,-1.815699972E-2,-1.230999944E-3
2.360787045E0,9.819074788E-1,-1.884910017E-1,-1.806600019E-2,-1.569999964E-3
2.370850267E0,9.818939749E-1,-1.885679960E-1,-1.738799922E-2,-4.898000043E-3
2.380913467E0,9.818912762E-1,-1.885630041E-1,-1.696000062E-2,-6.773000117E-3
2.390976376E0,9.818959849E-1,-1.885100007E-1,-1.662199944E-2,-8.244000375E-3
2.401039126E0,9.818833380E-1,-1.884649992E-1,-1.591099985E-2,-1.152800024E-2
2.411102049E0,9.818627607E-1,-1.883829981E-1,-1.520999987E-2,-1.503400039E-2
2.421165406E0,9.817576222E-1,-1.884389967E-1,-1.400400046E-2,-2.113300003E-2
2.431264139E0,9.817045509E-1,-1.885949969E-1,-1.363100018E-2,-2.241200022E-2
2.441360701E0,9.816681708E-1,-1.888390034E-1,-1.353400014E-2,-2.200599946E-2
2.451455465E0,9.816888533E-1,-1.890430003E-1,-1.400799956E-2,-1.880200021E-2
2.461548465E0,9.816457191E-1,-1.892309934E-1,-1.404699963E-2,-1.913099922E-2
2.471639780E0,9.816162484E-1,-1.893420070E-1,-1.422800031E-2,-1.940900087E-2
2.481729630E0,9.815841046E-1,-1.894699931E-1,-1.448999997E-2,-1.959099993E-2
2.491818153E0,9.815525496E-1,-1.896100044E-1,-1.467300020E-2,-1.968099922E-2
2.501905425E0,9.815337492E-1,-1.897000074E-1,-1.474700030E-2,-1.969599910E-2
2.512027164E0,9.815299880E-1,-1.897210032E-1,-1.482699998E-2,-1.962099969E-2
2.522146414E0,9.815329962E-1,-1.897120029E-1,-1.490900014E-2,-1.949499920E-2
2.532263294E0,9.815356418E-1,-1.897069961E-1,-1.500399970E-2,-1.933700033E-2
2.542377947E0,9.815396250E-1,-1.896979958E-1,-1.506500039E-2,-1.917500049E-2
2.552490576E0,9.815552040E-1,-1.896349937E-1,-1.505099982E-2,-1.901100017E-2
2.562601397E0,9.815951775E-1,-1.894489974E-1,-1.499000005E-2,-1.884900033E-2
2.572710569E0,9.816169555E-1,-1.891739964E-1,-1.453999989E-2,-2.073499933E-2
2.582818135E0,9.816581459E-1,-1.888079941E-1,-1.422300003E-2,-2.228300087E-2
2.592925568E0,9.816970018E-1,-1.884430051E-1,-1.395499986E-2,-2.377999946E-2
2.603032834E0,9.817595409E-1,-1.881369948E-1,-1.397799980E-2,-2.360700071E-2
2.613140100E0,9.818139316E-1,-1.879419982E-1,-1.414399967E-2,-2.278500050E-2
2.623247333E0,9.818601921E-1,-1.878210008E-1,-1.436999999E-2,-2.161799930E-2
2.633354666E0,9.819123091E-1,-1.876959950E-1,-1.473600045E-2,-2.003199980E-2
2.643462099E0,9.819435963E-1,-1.875600070E-1,-1.490799990E-2,-1.964100078E-2
2.653569632E0,9.819920709E-1,-1.872829944E-1,-1.480299979E-2,-1.993799955E-2
2.663677198E0,9.820652890E-1,-1.868779957E-1,-1.494999975E-2,-2.002199925E-2
2.673802264E0,9.821265056E-1,-1.865559965E-1,-1.518299989E-2,-1.984599978E-2
2.683927464E0,9.822183880E-1,-1.862539947E-1,-1.584099978E-2,-1.748000085E-2
2.694052830E0,9.823749441E-1,-1.858569980E-1,-1.785299927E-2,-8.826999925E-3
2.704178330E0,9.824432014E-1,-1.855369955E-1,-1.928099990E-2,-3.102000104E-3
2.714303863E0,9.824634681E-1,-1.853249967E-1,-2.038500085E-2,2.152000088E-3
2.724429196E0,9.824476271E-1,-1.852629930E-1,-2.097400092E-2,5.863000173E-3
2.734536929E0,9.824257237E-1,-1.853239983E-1,-2.113500051E-2,6.930000149E-3
2.744644562E0,9.824142919E-1,-1.853490025E-1,-2.130799927E-2,7.340000011E-3
2.754779428E0,9.824292258E-1,-1.852629930E-1,-2.144300006E-2,7.116000168E-3
2.764914294E0,9.824494747E-1,-1.851419955E-1,-2.158199996E-2,7.048999891E-3
2.775049227E0,9.824447976E-1,-1.851509959E-1,-2.171500027E-2,7.056000177E-3
2.785184293E0,9.824121715E-1,-1.853139997E-1,-2.181399986E-2,7.013999857E-3
2.795319459E0,9.823698725E-1,-1.855310053E-1,-2.189500071E-2,6.949000061E-3
2.805454625E0,9.823368744E-1,-1.857070029E-1,-2.195700072E-2,6.713000126E-3
2.815562458E0,9.823207854E-1,-1.858000010E-1,-2.198000066E-2,6.411999930E-3
2.825670191E0,9.823221825E-1,-1.858080029E-1,-2.195500024E-2,6.041000132E-3
2.835777791E0,9.823324015E-1,-1.857720017E-1,-2.188700065E-2,5.725000054E-3
2.845885391E0,9.823401751E-1,-1.857469976E-1,-2.178600058E-2,5.586000159E-3
2.855993124E0,9.823331185E-1,-1.857859939E-1,-2.173499949E-2,5.727000069E-3
2.866100924E0,9.823042836E-1,-1.859209985E-1,-2.175600082E-2,6.192999892E-3
2.876208724E0,9.822690711E-1,-1.859869957E-1,-2.203400061E-2,8.414999582E-3
2.886316724E0,9.822611616E-1,-1.859589964E-1,-2.215900086E-2,9.552000090E-3
2.896424924E0,9.822692035E-1,-1.858420074E-1,-2.240600064E-2,1.038900018E-2
2.906533357E0,9.822746728E-1,-1.856839955E-1,-2.282200009E-2,1.170799974E-2
2.916659490E0,9.822776875E-1,-1.855909973E-1,-2.312400006E-2,1.232099999E-2
2.926785723E0,9.822706102E-1,-1.855490059E-1,-2.346999943E-2,1.285200007E-2
2.936911856E0,9.822512414E-1,-1.855710000E-1,-2.383499965E-2,1.333399955E-2
2.947037756E0,9.822243056E-1,-1.856600046E-1,-2.409899980E-2,1.360199973E-2
2.957163522E0,9.821817127E-1,-1.857759953E-1,-2.444799989E-2,1.444500033E-2
2.967289255E0,9.821207218E-1,-1.858890057E-1,-2.494999953E-2,1.617600024E-2
2.977397455E0,9.820759201E-1,-1.859959960E-1,-2.528199926E-2,1.712300070E-2
2.987505588E0,9.820363441E-1,-1.860840023E-1,-2.559399977E-2,1.795299910E-2
2.998896971E0,9.820048081E-1,-1.861789972E-1,-2.584400028E-2,1.833100058E-2
3.008963971E0,9.819679539E-1,-1.863110065E-1,-2.608099952E-2,1.862600073E-2
3.019029971E0,9.819304109E-1,-1.864529997E-1,-2.627900057E-2,1.890400052E-2
3.029095471E0,9.819026308E-1,-1.865630001E-1,-2.644699998E-2,1.902700029E-2
3.039159137E0,9.818875457E-1,-1.866050065E-1,-2.661200054E-2,1.916299947E-2
3.049222887E0,9.818764748E-1,-1.866150051E-1,-2.681500092E-2,1.934899949E-2
3.059286887E0,9.818680076E-1,-1.866279989E-1,-2.697700076E-2,1.942799985E-2
3.069351053E0,9.818603683E-1,-1.866299957E-1,-2.715899982E-2,1.954099908E-2
