"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.777406703E0,-7.028202057E0,-1.327839613E0,-7.874681473E0
2.787460436E0,-6.855108261E0,-1.702795029E0,-8.054208755E0
2.797514069E0,-7.063857079E0,-2.059763908E0,-7.459366798E0
2.807567769E0,-6.615050316E0,-2.069532394E0,-8.107489586E0
2.817621435E0,-6.322442055E0,-2.200402737E0,-9.153376579E0
2.827675101E0,-5.676572323E0,-2.256314754E0,-9.434063911E0
2.837728701E0,-4.605020046E0,-1.983865499E0,-9.884002686E0
2.847782201E0,-2.395001411E0,-1.335938931E0,-1.150783157E1
2.857835734E0,8.062744141E-1,-8.004011512E-1,-1.276356792E1
2.867889467E0,5.694574356E0,7.037824392E-1,-9.770614624E0
2.877948167E0,8.637758255E0,1.058378935E0,-7.005859375E0
2.888007200E0,1.259815979E1,-1.539371014E-1,-5.313360214E0
2.898066400E0,1.925233650E1,-6.209921837E-2,-4.688959122E0
2.908125766E0,2.592685509E1,9.854208231E-1,-5.956782341E0
2.918185266E0,3.072653580E1,1.513714075E0,-7.767166615E0
2.928244866E0,3.130118370E1,2.465638161E0,-8.485805511E0
2.938299899E0,2.743129921E1,2.293359041E0,-9.350147247E0
2.948355132E0,2.317642593E1,1.082592010E-1,-1.078682709E1
2.958410432E0,2.024572182E1,-7.126764059E-1,-1.058347130E1
2.968465765E0,1.781853676E1,-1.338544369E0,-9.983937263E0
2.978521165E0,1.742347336E1,-7.240282297E-1,-8.380685806E0
2.988576498E0,1.877522278E1,-6.410651207E-1,-7.894345760E0
2.998631764E0,1.983826256E1,-9.423800707E-1,-8.497840881E0
3.008687130E0,1.995590210E1,-1.304241419E0,-8.381862640E0
3.018742596E0,1.819792747E1,-1.183424830E0,-7.844015121E0
3.028798196E0,1.649018478E1,-1.053607702E0,-7.341454029E0
3.038853829E0,1.508482361E1,-7.524152994E-1,-5.931461334E0
3.048909529E0,1.353093338E1,-5.177665949E-1,-3.988787413E0
3.058965262E0,1.219965839E1,-4.103987217E-1,-3.588761091E0
3.069020962E0,1.035015297E1,-1.333050013E0,-4.698775291E0
3.079076528E0,9.821692467E0,-2.214120865E0,-6.626478672E0
3.089132028E0,9.852954865E0,-2.577826977E0,-7.809629917E0
3.099187561E0,9.866588593E0,-2.141768932E0,-7.610078812E0
3.109243094E0,9.856300354E0,-1.034618497E0,-7.008979797E0
3.119303260E0,9.695333481E0,-6.743500829E-1,-6.302485466E0
3.129363426E0,9.595533371E0,-4.978951812E-1,-5.491107464E0
3.139423592E0,9.906467438E0,-1.375209093E-1,-5.383635521E0
3.149483858E0,1.017198944E1,-9.112715721E-2,-5.727121830E0
3.159544224E0,1.072951508E1,-3.984381557E-1,-6.019605637E0
3.169604490E0,1.053886604E1,-4.610120058E-1,-6.325950623E0
3.179660023E0,9.571956635E0,-2.989374399E-1,-6.829737663E0
3.189715523E0,8.324016571E0,-5.210695863E-1,-7.186855316E0
3.199770956E0,6.526314259E0,-7.084202170E-1,-7.408651352E0
3.209826556E0,4.425192356E0,-8.107333183E-1,-6.745139122E0
3.219882322E0,2.374831200E0,-9.676441550E-1,-6.012753963E0
3.229938088E0,7.397427559E-1,-9.436792731E-1,-6.126656532E0
3.239993988E0,-3.224129677E-1,-8.655548096E-1,-6.551782608E0
3.250049954E0,-1.011077404E0,-9.757679701E-1,-6.659870148E0
3.260106020E0,-1.440252781E0,-9.946653247E-1,-6.403989315E0
3.270162186E0,-1.539243698E0,-9.113175869E-1,-6.981983185E0
3.280218219E0,-1.826840878E0,-9.842134118E-1,-7.547662258E0
3.290274452E0,-2.184954166E0,-1.207233667E0,-7.803603172E0
3.300334352E0,-2.434469461E0,-1.128739119E0,-8.135805130E0
3.310394552E0,-2.868048429E0,-1.354455829E0,-8.412061691E0
3.320455052E0,-2.920179605E0,-1.583299756E0,-8.147795677E0
3.330515552E0,-2.952357054E0,-1.284622669E0,-7.721351624E0
3.340576185E0,-3.009787560E0,-1.067938328E0,-7.231414795E0
3.350636851E0,-3.113564968E0,-9.668290615E-1,-7.019512653E0
3.360699017E0,-3.100940228E0,-8.579920530E-1,-6.949969769E0
3.370761283E0,-2.661284924E0,-6.313052773E-1,-7.036641121E0
3.380823583E0,-1.949609756E0,-4.283859730E-1,-6.993174076E0
3.390886049E0,-1.479902744E0,-3.334626555E-1,-6.521378517E0
3.400948749E0,-8.843002319E-1,-2.616012096E-1,-6.668332100E0
3.411011615E0,-8.619594574E-2,-1.740343571E-1,-6.985021114E0
3.421069881E0,4.544305801E-1,-1.162009239E-1,-7.347057343E0
3.431128281E0,8.876104355E-1,-4.854360223E-1,-7.665855885E0
3.441186581E0,1.122035027E0,-6.498012543E-1,-7.533548355E0
3.451244814E0,1.309760571E0,-5.148600340E-1,-7.289472580E0
3.461302980E0,1.494254589E0,-5.457377434E-1,-6.753458500E0
3.471361146E0,2.145854473E0,-6.213802695E-1,-6.247984886E0
3.481419112E0,2.975116730E0,-6.002215743E-1,-6.422175407E0
3.491476812E0,3.981077671E0,-5.037299991E-1,-6.727026463E0
3.501534445E0,4.979914665E0,-6.270989776E-1,-6.542015553E0
3.511591745E0,5.905766964E0,-8.287243843E-1,-6.463263035E0
3.521648711E0,5.884607792E0,-7.329607010E-1,-6.258360863E0
3.531705611E0,6.025287628E0,-7.677751780E-1,-6.291780949E0
3.541762377E0,6.652987003E0,-7.871688604E-1,-5.989925861E0
3.551819077E0,6.520690441E0,-1.185755968E0,-6.373298645E0
3.561875710E0,6.088136196E0,-1.096558809E0,-6.555565834E0
3.571932276E0,5.508733749E0,-1.064908147E0,-6.520423889E0
