"Time (s)","w","x","y","z"
2.313193290E0,1.959449964E-1,-2.313489653E-2,-2.966851555E-2,9.798929095E-1
2.322808655E0,1.961881567E-1,-2.293312363E-2,-3.004464135E-2,9.798375368E-1
2.333131519E0,1.963783830E-1,-2.166955732E-2,-3.061684966E-2,9.798104763E-1
2.342897040E0,1.964779772E-1,-2.095250227E-2,-3.098597191E-2,9.797945023E-1
2.352307196E0,1.965540467E-1,-2.091396041E-2,-3.133799508E-2,9.797688723E-1
2.362938394E0,1.966086972E-1,-2.098946460E-2,-3.182421625E-2,9.797406197E-1
2.373145165E0,1.966625420E-1,-2.091633156E-2,-3.237891942E-2,9.797132015E-1
2.383026363E0,1.967315885E-1,-2.078657970E-2,-3.289733455E-2,9.796848297E-1
2.393212196E0,1.967856973E-1,-2.070518956E-2,-3.343885764E-2,9.796573520E-1
2.403103186E0,1.968509637E-1,-2.063593641E-2,-3.415160999E-2,9.796211123E-1
2.413689801E0,1.969634561E-1,-2.058458328E-2,-3.488365188E-2,9.795737863E-1
2.422978707E0,1.970759456E-1,-2.057041600E-2,-3.545211256E-2,9.795310497E-1
2.433787248E0,1.971621607E-1,-2.068915591E-2,-3.578805178E-2,9.794989824E-1
2.443128811E0,1.972173946E-1,-2.085500583E-2,-3.623941913E-2,9.794677496E-1
2.453709696E0,1.972212285E-1,-2.082045376E-2,-3.659750894E-2,9.794543982E-1
2.463334592E0,1.972215944E-1,-2.077467926E-2,-3.689787909E-2,9.794440269E-1
2.474305946E0,1.972143615E-1,-2.081562765E-2,-3.716563806E-2,9.794344902E-1
2.483413134E0,1.972202862E-1,-2.089653909E-2,-3.738189861E-2,9.794233441E-1
2.493914488E0,1.972246235E-1,-2.092651092E-2,-3.758686781E-2,9.794139862E-1
2.503551623E0,1.972532014E-1,-2.092597634E-2,-3.779230639E-2,9.794003367E-1
2.514164905E0,1.972962023E-1,-2.091470547E-2,-3.804282844E-2,9.793822169E-1
2.523609801E0,1.973493677E-1,-2.089305036E-2,-3.843826056E-2,9.793565273E-1
2.534271207E0,1.974251658E-1,-2.083420008E-2,-3.906149790E-2,9.793178439E-1
2.543663238E0,1.975075847E-1,-2.073460259E-2,-3.992119804E-2,9.792686701E-1
2.553879019E0,1.975883785E-1,-2.058522217E-2,-4.093673080E-2,9.792135954E-1
2.563716415E0,1.976543842E-1,-2.046716399E-2,-4.195072129E-2,9.791598320E-1
