"Time (s)","w","x","y","z"
2.156406932E0,1.808826621E-1,-2.061299980E-2,-1.736990064E-1,9.678249955E-1
2.166451432E0,1.808854365E-1,-2.060499974E-2,-1.736190021E-1,9.678390026E-1
2.176496632E0,1.808720106E-1,-2.059799992E-2,-1.735779941E-1,9.678490162E-1
2.186541965E0,1.808515161E-1,-2.058500051E-2,-1.735620052E-1,9.678559899E-1
2.197483432E0,1.809938956E-1,-2.059699968E-2,-1.735849977E-1,9.678249955E-1
2.207531432E0,1.809676873E-1,-2.058500051E-2,-1.736360043E-1,9.678210020E-1
2.217580432E0,1.809502979E-1,-2.056499943E-2,-1.737010032E-1,9.678130150E-1
2.227629932E0,1.809441190E-1,-2.054700069E-2,-1.737709939E-1,9.678019881E-1
2.237678932E0,1.809275656E-1,-2.053900063E-2,-1.738280058E-1,9.677950144E-1
2.247727432E0,1.809208766E-1,-2.052799985E-2,-1.738920063E-1,9.677850008E-1
2.257776232E0,1.809206837E-1,-2.052200027E-2,-1.739429981E-1,9.677760005E-1
2.267824732E0,1.809188880E-1,-2.053299919E-2,-1.739879996E-1,9.677680135E-1
2.278775432E0,1.808999221E-1,-2.055699937E-2,-1.740439981E-1,9.677609801E-1
2.288827432E0,1.808637880E-1,-2.058699913E-2,-1.740780026E-1,9.677609801E-1
2.298876432E0,1.808383808E-1,-2.059799992E-2,-1.740639955E-1,9.677680135E-1
2.308924432E0,1.809913382E-1,-2.060000040E-2,-1.739770025E-1,9.677550197E-1
2.318971765E0,1.809845509E-1,-2.057299949E-2,-1.738370061E-1,9.677820206E-1
2.329020265E0,1.809939749E-1,-2.055899985E-2,-1.737120003E-1,9.678030014E-1
2.339068865E0,1.809991535E-1,-2.054299973E-2,-1.735579967E-1,9.678300023E-1
2.349117698E0,1.810874245E-1,-2.051400021E-2,-1.732849926E-1,9.678630233E-1
2.360065432E0,1.845636865E-1,-2.106099948E-2,-1.728290021E-1,9.672759771E-1
2.370115432E0,1.868140339E-1,-2.141699940E-2,-1.724819988E-1,9.668980241E-1
2.380162432E0,1.938793359E-1,-2.262900025E-2,-1.722719967E-1,9.655159712E-1
2.390211432E0,1.960066857E-1,-2.295799926E-2,-1.723089963E-1,9.650719762E-1
2.400259765E0,2.011864884E-1,-2.387000062E-2,-1.721819937E-1,9.640060067E-1
2.410308765E0,2.032823510E-1,-2.424100041E-2,-1.720809937E-1,9.635750055E-1
2.420357765E0,2.041129529E-1,-2.441300079E-2,-1.720869988E-1,9.633939862E-1
2.430407098E0,2.040782600E-1,-2.446600050E-2,-1.722380072E-1,9.633730054E-1
2.441358432E0,2.034800943E-1,-2.444300056E-2,-1.725180000E-1,9.634500146E-1
2.451410432E0,2.026693574E-1,-2.436999977E-2,-1.729069948E-1,9.635530114E-1
2.461460432E0,2.002898042E-1,-2.400000021E-2,-1.733230054E-1,9.639850259E-1
2.471509932E0,1.991457174E-1,-2.385500073E-2,-1.734209955E-1,9.642080069E-1
2.481559265E0,1.992068928E-1,-2.386699989E-2,-1.732989997E-1,9.642170072E-1
2.491608265E0,1.998887126E-1,-2.396699972E-2,-1.731510013E-1,9.641000032E-1
2.501657265E0,2.009245295E-1,-2.411700040E-2,-1.730280071E-1,9.639030099E-1
2.511706098E0,2.020565647E-1,-2.428000048E-2,-1.729180068E-1,9.636819959E-1
2.522670432E0,2.020487451E-1,-2.425700054E-2,-1.728409976E-1,9.636980295E-1
2.532719432E0,2.016808752E-1,-2.420300059E-2,-1.727820039E-1,9.637870193E-1
2.542767432E0,2.007612187E-1,-2.403900027E-2,-1.727660000E-1,9.639859796E-1
2.552815432E0,1.985576127E-1,-2.364899963E-2,-1.727990061E-1,9.644460082E-1
2.562863098E0,1.961509450E-1,-2.330400050E-2,-1.728200018E-1,9.649429917E-1
2.572911348E0,1.943760407E-1,-2.301499993E-2,-1.728200018E-1,9.653090239E-1
2.582959348E0,1.919121703E-1,-2.256999910E-2,-1.728110015E-1,9.658139944E-1
2.593007014E0,1.901599437E-1,-2.220400050E-2,-1.728110015E-1,9.661689997E-1
2.603965432E0,1.886184015E-1,-2.177399956E-2,-1.727879941E-1,9.664850235E-1
2.614013432E0,1.847633216E-1,-2.099099942E-2,-1.727920026E-1,9.672459960E-1
2.624061432E0,1.821309281E-1,-2.042499930E-2,-1.727540046E-1,9.677640200E-1
2.634109432E0,1.771864426E-1,-1.945899986E-2,-1.727170050E-1,9.687079787E-1
2.644157098E0,1.772629234E-1,-1.947000064E-2,-1.724800020E-1,9.687359929E-1
2.654205098E0,1.781628245E-1,-1.971000060E-2,-1.721709967E-1,9.686210155E-1
2.664253498E0,1.783891033E-1,-1.983200014E-2,-1.719000041E-1,9.686250091E-1
2.674302331E0,1.798774809E-1,-2.014799975E-2,-1.716530025E-1,9.683870077E-1
2.685262432E0,1.745904950E-1,-1.923700050E-2,-1.715719998E-1,9.693869948E-1
2.695310432E0,1.701955664E-1,-1.848400012E-2,-1.714809984E-1,9.701989889E-1
2.705360432E0,1.678049156E-1,-1.809200086E-2,-1.713999957E-1,9.706370234E-1
2.715408932E0,1.677699555E-1,-1.810000092E-2,-1.713770032E-1,9.706469774E-1
2.725456598E0,1.743047411E-1,-1.924099959E-2,-1.713760048E-1,9.694730043E-1
2.735503848E0,1.789774977E-1,-2.004499920E-2,-1.714999974E-1,9.685829878E-1
2.745551248E0,1.874247254E-1,-2.153399959E-2,-1.714940071E-1,9.669529796E-1
2.755598748E0,1.937386427E-1,-2.268799953E-2,-1.713999957E-1,9.656980038E-1
2.766549432E0,1.946480387E-1,-2.290200070E-2,-1.713609993E-1,9.655169845E-1
2.776595432E0,1.956711206E-1,-2.312799916E-2,-1.712809950E-1,9.653189778E-1
2.786644432E0,1.959405994E-1,-2.322700061E-2,-1.711959988E-1,9.652770162E-1
2.796691432E0,1.959614911E-1,-2.326799929E-2,-1.711439937E-1,9.652810097E-1
2.806738432E0,1.980851254E-1,-2.367299981E-2,-1.711080074E-1,9.648439884E-1
2.816785432E0,1.993608924E-1,-2.393200062E-2,-1.711180061E-1,9.645730257E-1
2.826833032E0,2.014171267E-1,-2.431800030E-2,-1.711409986E-1,9.641320109E-1
2.836880698E0,2.022128618E-1,-2.444499917E-2,-1.712210029E-1,9.639480114E-1
2.847838432E0,2.025776601E-1,-2.449999936E-2,-1.712999940E-1,9.638559818E-1
2.857891432E0,2.024507084E-1,-2.447099984E-2,-1.713639945E-1,9.638720155E-1
2.867945432E0,2.016160549E-1,-2.434900030E-2,-1.713809967E-1,9.640470147E-1
2.877997932E0,2.012709797E-1,-2.430900000E-2,-1.713480055E-1,9.641259909E-1
2.888049932E0,1.991245129E-1,-2.392899990E-2,-1.713259965E-1,9.645850062E-1
2.898101432E0,1.990460524E-1,-2.386699989E-2,-1.712570041E-1,9.646149874E-1
2.908153232E0,1.988160270E-1,-2.377999946E-2,-1.712149978E-1,9.646720290E-1
2.918204898E0,1.982278891E-1,-2.368099988E-2,-1.712010056E-1,9.647979736E-1
2.929145432E0,1.982259297E-1,-2.369599976E-2,-1.712179929E-1,9.647949934E-1
2.939195432E0,1.980284627E-1,-2.366800047E-2,-1.712249964E-1,9.648349881E-1
2.949247432E0,1.975123894E-1,-2.360299975E-2,-1.712100059E-1,9.649450183E-1
2.959299432E0,1.948255600E-1,-2.317300066E-2,-1.712410003E-1,9.654960036E-1
2.969350432E0,1.912208316E-1,-2.254500054E-2,-1.714230031E-1,9.661989808E-1
2.979401432E0,1.886158087E-1,-2.198899910E-2,-1.717199981E-1,9.666709900E-1
2.989452832E0,1.884100786E-1,-2.185400017E-2,-1.719180048E-1,9.666789770E-1
2.999504498E0,1.882543897E-1,-2.178500034E-2,-1.719789952E-1,9.667000175E-1
3.010466432E0,1.879213572E-1,-2.171199955E-2,-1.720039994E-1,9.667620063E-1
