"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.368582295E0,-1.661145687E-2,-7.186770439E-3,-4.246044159E-2
3.378686628E0,-4.067069292E-2,-2.726817131E-2,-1.343441010E-2
3.388791061E0,-4.706317186E-2,-1.447522640E-2,8.342742920E-3
3.398896161E0,-2.840554714E-2,-3.350067139E-2,3.245353699E-2
3.409001327E0,-1.226055622E-2,8.901357651E-3,1.090574265E-1
3.419123493E0,3.197610378E-3,3.366363049E-2,1.614847183E-1
3.429245626E0,1.229965687E-2,3.838169575E-2,1.898488998E-1
3.439367792E0,-1.583606005E-2,7.106351852E-2,2.372903824E-1
3.449490058E0,-3.341907263E-2,1.086448431E-1,1.907539368E-2
3.459612358E0,-3.299176693E-3,1.258144379E-1,-5.289487839E-1
3.469734858E0,1.919627190E-3,2.101671696E-2,-5.020294189E-1
3.479839891E0,-1.582419872E-2,-7.808780670E-2,-2.243862152E-1
3.489945024E0,-5.841970444E-3,-1.007796526E-1,-1.458349228E-1
3.501263955E0,-4.172962904E-2,-1.229321957E-1,-7.388210297E-2
3.511326955E0,-4.135847092E-2,-1.387914419E-1,2.022905350E-1
3.521390955E0,-7.416188717E-3,-1.341660023E-1,5.909605026E-1
3.531453455E0,4.868805408E-2,-1.851832867E-2,5.836458206E-1
3.541514121E0,3.629064560E-2,8.686029911E-2,1.993722916E-1
3.551574371E0,8.492946625E-3,1.781572104E-1,-8.259296417E-2
3.561634771E0,-8.178889751E-2,2.150595188E-1,-1.133499146E-1
3.571694771E0,-1.100387573E-1,2.340941429E-1,-1.175098419E-1
3.581753913E0,-7.702726126E-2,2.234770060E-1,-1.520729065E-1
3.591812788E0,-1.974046230E-2,1.989692450E-1,-2.046909332E-1
3.601871899E0,9.972274303E-3,1.556612253E-1,-1.747703552E-1
3.611931099E0,3.904044628E-3,1.320993900E-2,-6.983566284E-2
3.621989826E0,-2.484726906E-2,-1.275566816E-1,1.071910858E-1
3.632048159E0,-2.138483524E-2,-2.375043631E-1,1.978750229E-1
3.642106466E0,-5.497986078E-2,-2.681463957E-1,1.970643997E-1
3.652164894E0,-4.626238346E-2,-2.451030016E-1,1.355571747E-1
3.662265294E0,-3.043466806E-2,-1.879367828E-1,6.137847900E-3
3.672363106E0,-5.985260010E-3,-1.330953836E-1,-4.532909393E-2
3.682458694E0,-4.062294960E-3,-7.216382027E-2,-5.878734589E-2
3.692552305E0,3.098750114E-2,1.409769058E-3,-1.176204681E-1
3.702644041E0,-1.726412773E-2,4.366195202E-2,-1.328639984E-1
3.712734041E0,-7.239460945E-3,8.404755592E-2,-6.843280792E-2
3.722822517E0,1.778638363E-2,1.122192144E-1,1.803684235E-2
3.732909653E0,1.967549324E-2,1.202479601E-1,8.091640472E-2
3.743030566E0,2.170395851E-2,1.354413033E-1,1.150732040E-1
3.753148649E0,3.306633234E-2,1.422290802E-1,1.034698486E-1
3.763264209E0,-8.342444897E-3,1.184160709E-1,1.034431458E-1
3.773377401E0,-2.109694481E-2,7.597553730E-2,6.232261658E-2
3.783488660E0,-2.680617571E-2,5.887305737E-2,4.492759705E-2
